cpt_code,description,NON_FACILITY_PRICE,FACILITY_PRICE
0339T,Trnscth renal symp denrv bil,0.0,299.52
0342T,Thxp apheresis w/hdl delip,0.0,299.52
0345T,Transcath mtral vlve repair,0.0,299.52
0347T,Ins bone device for rsa,0.0,299.52
0348T,Rsa spine exam,0.0,299.52
0349T,Rsa upper extr exam,0.0,299.52
0350T,Rsa lower extr exam,0.0,299.52
0351T,Intraop oct brst/node spec,0.0,299.52
0352T,Oct brst/node i&r per spec,0.0,299.52
0353T,Intraop oct breast cavity,0.0,299.52
0354T,Oct breast surg cavity i&r,0.0,299.52
0355T,Gi tract capsule endoscopy,0.0,299.52
0356T,Insrt drug device for iop,0.0,299.52
0358T,Bia whole body,0.0,299.52
0362T,Bhv id suprt assmt ea 15 min,0.0,299.52
0373T,Adapt bhv tx ea 15 min,0.0,299.52
0376T,Insert ant segment drain int,0.0,0.0
0378T,Visual field assmnt rev/rprt,0.0,0.0
0379T,Vis field assmnt tech suppt,0.0,0.0
0381T,Ext h rate epi sz 14 days,0.0,0.0
0382T,Ext h rate sz 14 day ri only,0.0,0.0
0383T,Ext h rate sz up to 30 days,0.0,0.0
0384T,Ex h rate sz 30 day ri only,0.0,0.0
0385T,Ex h rate for sz ovr 30 day,0.0,0.0
0386T,Ex h rate sz 30+ day ri only,0.0,0.0
0394T,Hdr elctrnc skn surf brchytx,0.0,0.0
0395T,Hdr elctr ntrst/ntrcv brchtx,0.0,0.0
0396T,Intraop kinetic balnce sensr,0.0,0.0
0397T,Ercp w/optical endomicroscpy,0.0,0.0
0398T,Mrgfus strtctc les abltj,0.0,33.28
0400T,Mltispectrl digital les alys,0.0,0.0
0401T,Mltispectrl digital les alys,0.0,0.0
0402T,Colgn crs-link crn&pachymtry,0.0,0.0
0403T,Diabetes prev standard curr,0.0,0.0
0404T,Trnscrv uterin fibroid abltj,0.0,0.0
0405T,Ovrsght xtrcorp liv asst pat,0.0,0.0
0408T,Insj/rplc cardiac modulj sys,0.0,0.0
0409T,Insj/rplc car modulj pls gn,0.0,0.0
0410T,Insj/rplc car modulj atr elt,0.0,0.0
0411T,Insj/rplc car modulj vnt elt,0.0,0.0
0412T,Rmvl cardiac modulj pls gen,0.0,0.0
0413T,Rmvl car modulj tranvns elt,0.0,0.0
0414T,Rmvl & rpl car modulj pls gn,0.0,0.0
0415T,Repos car modulj tranvns elt,0.0,0.0
0416T,Reloc skin pocket pls gen,0.0,0.0
0417T,Prgrmg eval cardiac modulj,0.0,33.28
0418T,Interro eval cardiac modulj,0.0,33.28
0419T,Dstrj neurofibroma xtnsv,0.0,0.0
0420T,Dstrj neurofibroma xtnsv,0.0,0.0
0421T,Waterjet prostate abltj cmpl,0.0,0.0
0422T,Tactile breast img uni/bi,0.0,0.0
0423T,Assay secretory type ii pla2,0.0,299.52
0424T,Insj/rplc nstim apnea compl,0.0,0.0
0425T,Insj/rplc nstim apnea sen ld,0.0,0.0
0426T,Insj/rplc nstim apnea stm ld,0.0,0.0
0427T,Insj/rplc nstim apnea pls gn,0.0,0.0
0428T,Rmvl nstim apnea pls gen,0.0,0.0
0429T,Rmvl nstim apnea sen ld,0.0,0.0
0430T,Rmvl nstim apnea stimj ld,0.0,0.0
